medalistID,Name,Sex,Age,Height,Weight,Team,NOC,Season,Sport,TopMedal,TotalMedals
130527,"Laura Eveline ""Laurien"" Willemse (-Gales)",F,22,165,59,Netherlands,NED,Summer,Hockey,3,2
130540,William Carvalho da Silva,M,29,185,80,Brazil,BRA,Summer,Volleyball,2,1
130541,William de Asevedo Furtado,M,21,176,65,Brazil,BRA,Summer,Football,3,1
130546,Amy Joy Williams,F,27,173,60,Great Britain,GBR,Winter,Skeleton,3,1
130547,Andrae Williams,M,25,185,84,Bahamas,BAH,Summer,Athletics,2,1
130551,"Archibald Franklin ""Archie"" Williams",M,21,183,80,United States,USA,Summer,Athletics,3,1
130553,Guillermo Barney Williams,M,27,193,91,Canada,CAN,Summer,Rowing,2,1
130557,"Herbert Philip ""Bert"" Williams",M,48,183,118,Kathleen,USA,Summer,Sailing,3,1
130562,Charity Williams,F,19,162,68,Canada,CAN,Summer,Rugby Sevens,1,1
130565,"Christopher A. ""Chris"" Williams",M,28,178,68,Jamaica,JAM,Summer,Athletics,2,1
130567,Christa Lee Williams,F,18,172,72,United States,USA,Summer,Softball,3,2
130568,Christania Williams,F,21,165,63,Jamaica,JAM,Summer,Athletics,2,1
130580,Deron Michael Williams,M,24,191,95,United States,USA,Summer,Basketball,3,2
130582,Desai Williams,M,25,175,72,Canada,CAN,Summer,Athletics,1,1
130599,Glenn David Williams,M,27,188,90,Australia,AUS,Summer,Baseball,2,1
130602,"Howard Earl ""Howie"" Williams",M,24,183,76,United States,USA,Summer,Basketball,3,1
130607,James Leighman Williams,M,22,188,75,United States,USA,Summer,Fencing,2,1
130608,Jason Gerald Williams,M,21,172,82,United States,USA,Summer,Baseball,1,1
130610,"Jeffrey Francis ""Jeff"" Williams",M,32,183,84,Australia,AUS,Summer,Baseball,2,1
130616,John Chester Williams,M,18,189,73,United States,USA,Summer,Archery,3,1
130617,John Williams,M,39,177,68,United States,USA,Summer,Equestrianism,1,1
130626,Lauryn Chenet Williams,F,20,160,67,United States,USA,Summer,Athletics,3,3
130630,"Lynn Alfred ""Lindsay"" Williams, III",M,25,189,93,Glider,USA,Summer,Sailing,2,1
130633,Lucinda Williams (-Adams),F,23,166,51,United States,USA,Summer,Athletics,3,1
130635,Lynn Williams (Kanuka-),F,24,153,48,Canada,CAN,Summer,Athletics,1,1
130645,Michelle Williams (-Toro),F,25,175,67,Canada,CAN,Summer,Swimming,1,1
130646,Natalie Jean Williams,F,29,188,80,United States,USA,Summer,Basketball,3,1
130647,Niall Williams,F,28,173,74,New Zealand,NZL,Summer,Rugby Sevens,2,1
130651,Percy Alfred Williams,M,19,170,56,Canada,CAN,Summer,Athletics,3,2
130657,"Randel Lavelle ""Randy"" Williams",M,19,178,69,United States,USA,Summer,Athletics,3,2
130661,"Robert ""Rob"" Williams",M,27,185,75,Great Britain,GBR,Summer,Rowing,2,1
130667,Serena Jamika Williams,F,18,175,70,United States,USA,Summer,Tennis,3,4
130669,Sharni Williams,F,28,167,79,Australia,AUS,Summer,Rugby Sevens,3,1
130671,Shericka Nicola Williams,F,22,170,64,Jamaica,JAM,Summer,Athletics,2,3
130681,"Stephen David ""Steve"" Williams",M,28,189,98,Great Britain,GBR,Summer,Rowing,3,2
130683,Susan Rene Williams (Bartholomew-),F,35,165,58,United States,USA,Summer,Triathlon,1,1
130689,Todd Michael Williams,M,29,190,86,United States,USA,Summer,Baseball,3,1
130691,"Thomas Mark ""Tom"" Williams",M,19,180,82,United States,USA,Winter,Ice Hockey,3,1
130695,Ulis C. Williams,M,22,185,75,United States,USA,Summer,Athletics,3,1
130696,Venus Ebony Starr Williams,F,20,185,75,United States,USA,Summer,Tennis,3,5
130699,Wendy Lian Williams (-Champion),F,21,170,56,United States,USA,Summer,Diving,1,1
130701,Yvette Winifred Williams (-Corlett),F,23,176,65,New Zealand,NZL,Summer,Athletics,3,1
130704,"Bernard Rollen Williams, III",M,22,183,81,United States,USA,Summer,Athletics,3,2
130705,"Ricardo Williams, Jr.",M,19,170,63,United States,USA,Summer,Boxing,2,1
130706,Tonique Williams-Darling,F,28,168,59,Bahamas,BAH,Summer,Athletics,3,1
130707,Novlene Hilaire Williams-Mills,F,22,168,57,Jamaica,JAM,Summer,Athletics,2,4
130711,Alison Jane Williamson (-Conaghan),F,32,170,73,Great Britain,GBR,Summer,Archery,1,1
130714,Darold Andre Williamson,M,21,187,77,United States,USA,Summer,Athletics,3,1
130725,Kelly Jeromy Willie,M,21,177,72,United States,USA,Summer,Athletics,3,1
130734,"Nicholas Ian ""Nick"" Willis",M,25,183,68,New Zealand,NZL,Summer,Athletics,2,2
130737,"Anthony ""Tony"" Willis",M,20,170,64,Great Britain,GBR,Summer,Boxing,1,1
130745,Andr Willms,M,19,201,101,Germany,GER,Summer,Rowing,3,3
130752,Kim Marie Willoughby,F,27,178,75,United States,USA,Summer,Volleyball,2,1
130754,Sam Willoughby,M,20,173,87,Australia,AUS,Summer,Cycling,2,1
130755,"Timothy John ""Tim"" Willoughby",M,30,200,96,Australia,AUS,Summer,Rowing,1,1
130767,Nathan James Wilmot,M,28,183,64,Australia,AUS,Summer,Sailing,3,1
130779,"Alexander Sheldon ""Alex"" Wilson",M,20,178,66,Canada,CAN,Summer,Athletics,2,4
130795,Blaine Carew Wilson,M,30,163,62,United States,USA,Summer,Gymnastics,2,1
130799,Bryon Wilson,M,21,178,73,United States,USA,Winter,Freestyle Skiing,1,1
130808,Craig Martin Wilson,M,27,195,86,United States,USA,Summer,Water Polo,2,2
130811,"David Dennis ""Dave"" Wilson",M,23,190,85,United States,USA,Summer,Swimming,3,2
130816,"Deborah Keplar ""Debbie"" Wilson",F,20,165,52,United States,USA,Summer,Diving,1,1
130826,Harold Allan Wilson,M,23,162,52,Great Britain,GBR,Summer,Athletics,3,2
130827,Harold C. Wilson,M,21,183,79,United States,USA,Summer,Rowing,1,1
130835,"George G. ""Jackie"" Wilson",M,18,182,54,United States,USA,Summer,Boxing,2,1
130837,James Wilson,M,28,173,60,Great Britain,GBR,Summer,Athletics,2,2
130843,"George ""Jiff"" Wilson",M,22,203,95,United States,USA,Summer,Basketball,3,1
130860,"Lindsay Edward ""Lew"" Wilson",M,23,197,91,New Zealand,NZL,Summer,Rowing,3,2
130862,Linetta A. Wilson,F,28,170,65,United States,USA,Summer,Athletics,3,1
130864,"Madison ""Madi"" Wilson",F,22,179,61,Australia,AUS,Summer,Swimming,3,2
130865,Marilyn Joy Wilson (-Young),F,17,163,58,Australia,AUS,Summer,Swimming,2,1
130868,Melanie Kate Wilson,F,32,184,75,Great Britain,GBR,Summer,Rowing,2,1
130873,Nicola Wilson,F,35,177,64,Great Britain,GBR,Summer,Equestrianism,2,1
130874,Nile Wilson,M,20,166,60,Great Britain,GBR,Summer,Gymnastics,1,1
130876,Peter Robert Russell Wilson,M,25,198,90,Great Britain,GBR,Summer,Shooting,3,1
130882,"Philippa Claire ""Pippa"" Wilson",F,22,171,63,Great Britain,GBR,Summer,Sailing,3,1
130893,Shelby Autrie Wilson,M,23,170,67,United States,USA,Summer,Wrestling,3,1
130894,Staci Nicole Wilson,F,20,158,52,United States,USA,Summer,Football,3,1
130895,Stacy Eleanor Wilson,F,32,169,59,Canada,CAN,Winter,Ice Hockey,2,1
130901,Tracy Wilson (-Kinsella),F,26,167,56,Canada-1,CAN,Winter,Figure Skating,1,1
130914,"Gerhard ""Gerd"" Wiltfang",M,26,182,76,West Germany,FRG,Summer,Equestrianism,3,1
130917,Spencer James W. Wilton,M,43,183,83,Great Britain,GBR,Summer,Equestrianism,2,1
130927,Petra Wimbersky,F,21,165,64,Germany,GER,Summer,Football,1,1
130938,Pernilla Margareta Stephanie Winberg,F,16,165,63,Sweden,SWE,Winter,Ice Hockey,2,1
130944,Lus Carlos Coelho Winck,M,21,177,75,Brazil,BRA,Summer,Football,2,2
130946,Sarah Catherine Winckless,F,30,190,84,Great Britain,GBR,Summer,Rowing,1,1
130947,Henning Nrgaard Wind,M,27,176,82,Denmark,DEN,Summer,Sailing,1,1
130954,Graham Claude Windeatt,M,18,187,78,Australia,AUS,Summer,Swimming,2,1
130957,Elsie Windes,F,23,178,70,United States,USA,Summer,Water Polo,3,2
130959,Dominik Windisch,M,24,180,70,Italy,ITA,Winter,Biathlon,1,1
130964,"Robert George ""Bob"" Windle",M,19,185,77,Australia,AUS,Summer,Swimming,3,4
130968,"Pieter ""Peter"" Windt",M,27,188,76,Netherlands,NED,Summer,Hockey,3,1
130969,Mary Wineberg (Danner-),F,28,178,62,United States,USA,Summer,Athletics,3,1
130989,"Kornelia ""Corrie"" Winkel (-Vink)",F,20,170,64,Netherlands,NED,Summer,Swimming,2,1
130993,Anton Winkler,M,25,180,84,West Germany,FRG,Winter,Luge,1,1
130998,"Gerhard ""Gerd"" Winkler",M,29,180,73,West Germany,FRG,Winter,Biathlon,1,1
130999,Hans Gnter Winkler,M,29,174,72,Germany,GER,Summer,Equestrianism,3,7
131001,Harald Winkler,M,29,195,90,Austria-1,AUT,Winter,Bobsleigh,3,1
131004,Konrad Winkler,M,20,183,77,East Germany,GDR,Winter,Nordic Combined,1,2
131007,Volker Winkler,M,23,184,75,East Germany,GDR,Summer,Cycling,2,1
131008,Wolfgang Winkler,M,27,178,83,West Germany-1,FRG,Winter,Luge,1,1
131029,Arthur Stanley Wint,M,28,194,77,Jamaica,JAM,Summer,Athletics,3,4
131044,Martin Winter,M,24,194,91,East Germany,GDR,Summer,Rowing,3,1
131048,"Anthony William ""Nick"" Winter",M,29,181,74,Australia,AUS,Summer,Athletics,3,1
131050,Olaf Winter,M,23,189,88,Germany,GER,Summer,Canoeing,3,1
131051,Henri Paul Winter,M,26,177,90,France,FRA,Summer,Athletics,1,1
131067,"Frank Thomas ""Tom"" Winters, III",M,20,178,70,United States,USA,Summer,Swimming,3,1
131072,Kasper Winther Jrgensen,M,27,182,73,Denmark,DEN,Summer,Rowing,2,2
131077,Ardy Bernardus Wiranata,M,22,171,67,Indonesia,INA,Summer,Badminton,2,1
131078,Arlee Wiratthaworn,F,24,149,48,Thailand,THA,Summer,Weightlifting,1,1
131080,Kurt Oskar Wires (Virtanen-),M,29,176,74,Finland,FIN,Summer,Canoeing,3,3
131087,Konrad Wirnhier,M,31,181,84,West Germany,FRG,Summer,Shooting,3,2
131088,Peter Wirnsberger,M,21,180,77,Austria,AUT,Winter,Alpine Skiing,2,1
131113,David Wise,M,23,183,84,United States,USA,Winter,Freestyle Skiing,3,1
131119,Hans Einar Magnus Wislander,M,28,194,94,Sweden,SWE,Summer,Handball,2,3
131129,Benno Wiss,M,22,184,79,Switzerland,SUI,Summer,Cycling,2,1
131145,"Reginald Edwin ""Regi"" Witherspoon",M,23,178,79,United States,USA,Summer,Athletics,3,1
131149,Marek Krzysztof Witkowski,M,26,185,87,Poland,POL,Summer,Canoeing,1,1
131152,"Rosemarie ""Rosie"" Witschas-Ackermann",F,24,179,72,East Germany,GDR,Summer,Athletics,3,1
131154,Katarina Witt,F,18,165,55,East Germany,GDR,Winter,Figure Skating,3,2
131156,Philip Witte,M,24,180,80,Germany,GER,Summer,Hockey,3,1
131164,Merel de Witteveen,F,23,174,64,Netherlands,NED,Summer,Sailing,2,1
131167,Matthias Witthaus,M,21,172,70,Germany,GER,Summer,Hockey,3,3
131183,"Christine Diane ""Chris"" Witty",F,22,167,66,United States,USA,Winter,Speed Skating,3,3
131189,Sndor Wladr,M,17,184,78,Hungary,HUN,Summer,Swimming,3,1
131193,Anita Wodarczyk,F,26,178,95,Poland,POL,Summer,Athletics,3,2
131199,Maja Martyna Woszczowska,F,24,170,54,Poland,POL,Summer,Cycling,2,2
131205,Sigrun Wodars-Grau (Ludwigs-),F,22,166,54,East Germany,GDR,Summer,Athletics,3,1
131215,Hans-Otto Woellke,M,25,178,105,Germany,GER,Summer,Athletics,3,1
131219,"James Cunningham ""Jimmy"" Wofford",M,23,173,70,United States,USA,Summer,Equestrianism,2,2
131230,"Richard Charles ""Rick"" Wohlhuter",M,27,175,60,United States,USA,Summer,Athletics,1,1
131231,Andr Gerhard Wohllebe,M,26,186,87,East Germany,GDR,Summer,Canoeing,3,3
131239,Jrg Woithe,M,17,194,80,East Germany,GDR,Summer,Swimming,3,2
131240,Katarzyna Wjcicka-Bachleda-Curu (-Trzebunia),F,30,170,62,Poland,POL,Winter,Speed Skating,2,2
131253,Mieczysaw Jan Wojczak,M,25,188,87,Poland,POL,Summer,Handball,1,1
131257,Artur Wojdat,M,20,194,86,Poland,POL,Summer,Swimming,1,1
131272,Tomasz Wjtowicz,M,22,197,97,Poland,POL,Summer,Volleyball,3,1
131280,Marit Elisabeth Wold-Mikkelsplass,F,22,172,57,Norway,NOR,Winter,Cross Country Skiing,2,3
131283,Mamo Wolde,M,36,170,54,Ethiopia,ETH,Summer,Athletics,3,3
131284,Million Wolde,M,21,175,59,Ethiopia,ETH,Summer,Athletics,3,1
131299,Carsten Wolf,M,24,184,79,East Germany,GDR,Summer,Cycling,2,1
131311,Jenny Wolf (-Lotze),F,31,172,75,Germany,GER,Winter,Speed Skating,2,1
131328,Sigrid Wolf,F,23,172,67,Austria,AUT,Winter,Alpine Skiing,3,1
131330,"Wallace Perry ""Wally"" Wolf, Jr.",M,17,180,80,United States,USA,Summer,Swimming,3,2
131331,Lars-Erik Ragnar Wolfbrandt,M,19,178,70,Sweden,SWE,Summer,Athletics,1,1
131336,Klaus Wolfermann,M,26,176,88,West Germany,FRG,Summer,Athletics,3,1
131339,Andreas Wolff,M,25,198,110,Germany,GER,Summer,Handball,1,1
131341,"Frederick Ferdinand ""Freddie"" Wolff",M,25,184,79,Great Britain,GBR,Summer,Athletics,3,1
131343,Ingrid Imelda Wolff,F,24,165,69,Netherlands,NED,Summer,Hockey,1,1
131345,Ren Wolff,M,26,179,75,Germany,GER,Summer,Cycling,3,2
131347,Michael Wolfgramm,M,23,180,85,East Germany,GDR,Summer,Rowing,3,1
131348,Paea Wolfgramm,M,26,185,140,Tonga,TGA,Summer,Boxing,2,1
131357,Mike Wolfs,M,33,183,100,Canada,CAN,Summer,Sailing,2,1
131360,Manfred Wolke,M,25,176,67,East Germany,GDR,Summer,Boxing,3,1
131362,Rubn Oscar Wolkowyski,M,30,208,120,Argentina,ARG,Summer,Basketball,3,1
131365,Klaus Wller,M,28,187,87,West Germany,FRG,Summer,Handball,2,1
131376,Susanne Wollschlger (-Maertens),F,27,173,58,Germany,GER,Summer,Hockey,2,1
131379,Barbara Mirosawa Wolnicka-Szewczyk,F,30,187,71,Poland,POL,Summer,Fencing,2,1
131381,Ryszard Marcin Wolny,M,27,170,66,Poland,POL,Summer,Wrestling,3,1
131390,Kara Elizabeth Wolters (-Drinan),F,25,201,95,United States,USA,Summer,Basketball,3,1
131394,Pierre Nlend Wome,M,21,178,78,Cameroon,CMR,Summer,Football,3,1
131403,Won Ok-Im,F,21,162,66,North Korea,PRK,Summer,Judo,1,1
131405,Won Wu-Yeong,M,30,182,76,South Korea,KOR,Summer,Fencing,3,1
131451,Panipak Wongpattanakit,F,18,173,49,Thailand,THA,Summer,Taekwondo,1,1
131454,"Christopher W. T. ""Chris"" Woo",M,18,178,75,United States,USA,Summer,Swimming,3,1
131459,Allan Frederick Wood,M,17,177,68,Australia,AUS,Summer,Swimming,1,3
131462,Carolyn Virginia Wood,F,14,167,60,United States,USA,Summer,Swimming,3,2
131472,Graham Wood,M,28,175,74,Australia,AUS,Summer,Hockey,1,1
131475,Harvey Jesse Wood,M,23,193,89,England-1,GBR,Summer,Hockey,3,1
131480,John Joseph Wood,M,26,180,80,Canada,CAN,Summer,Canoeing,2,1
131486,"Osie Leon Wood, III",M,22,190,86,United States,USA,Summer,Basketball,3,1
131491,"Stephen Michael ""Steve"" Wood",M,31,183,85,Australia,AUS,Summer,Canoeing,1,1
131492,"Timothy Lyle ""Tim"" Wood",M,19,178,68,United States,USA,Winter,Figure Skating,2,1
131501,Lynette Woodard,F,24,180,70,United States,USA,Summer,Basketball,3,1
131504,Todd Andrew Woodbridge,M,25,178,75,Australia,AUS,Summer,Tennis,3,2
131511,Mark Raymond Woodforde,M,30,183,80,Australia,AUS,Summer,Tennis,3,2
131513,"Richard James ""Richie"" Woodhall",M,20,185,71,Great Britain,GBR,Summer,Boxing,1,1
131514,"Cynthia Lee ""Sippy"" Woodhead (-Kantzer, -Brennan)",F,20,165,54,United States,USA,Summer,Swimming,2,1
131515,Danielle Woodhouse (Gusterson-),F,31,173,68,Australia,AUS,Summer,Water Polo,3,1
131517,"Robert ""Rob"" Woodhouse",M,18,190,77,Australia,AUS,Summer,Swimming,1,1
131522,Erin S. Woodley (-Roland),F,24,176,62,Canada,CAN,Summer,Synchronized Swimming,2,1
131525,"Allan Charles ""Huck"" Woodman",M,21,179,75,Canada,CAN,Summer,Ice Hockey,3,1
131526,Portia Woodman,F,25,169,74,New Zealand,NZL,Summer,Rugby Sevens,2,1
131527,Allen Woodring,M,22,180,73,United States,USA,Summer,Athletics,3,1
131530,Martyn John Woodroffe,M,18,172,70,Great Britain,GBR,Summer,Swimming,2,1
131534,John Youie Woodruff,M,21,189,75,United States,USA,Summer,Athletics,3,1
131538,Dean Anthony Woods,M,18,184,72,Australia,AUS,Summer,Cycling,3,4
131541,George Roger Woods,M,25,188,136,United States,USA,Summer,Athletics,2,2
131555,Taryn Nadine Woods,F,25,175,76,Australia,AUS,Summer,Water Polo,3,1
131558,"Susan Jean ""Sue"" Woodstra",F,27,175,68,United States,USA,Summer,Volleyball,2,1
131562,Danielle Anne Woodward,F,27,171,62,Australia,AUS,Summer,Canoeing,2,1
131565,"Gabriel Thomas ""Gabe"" Woodward",M,25,187,83,United States,USA,Summer,Swimming,1,1
131571,Stephen Brian Wooldridge,M,26,186,78,Australia,AUS,Summer,Cycling,3,1
131576,Jason Douglas Woolley,M,22,182,84,Canada,CAN,Winter,Ice Hockey,2,1
131579,"William Tripp ""Bill"" Woolsey",M,17,183,84,United States,USA,Summer,Swimming,3,2
131591,Ester Workel,F,29,166,50,Netherlands,NED,Summer,Rowing,2,2
131592,"James Theodore ""Jim"" Workman",M,20,192,83,United States,USA,Summer,Rowing,3,1
131602,Paul Albert Wormser,M,31,178,72,France,FRA,Summer,Fencing,1,1
131603,Frank-Christian Wrndl,M,28,176,77,West Germany,FRG,Winter,Alpine Skiing,2,1
131609,Marian Jerzy Woronin,M,23,181,77,Poland,POL,Summer,Athletics,2,1
131614,Kelsi Worrell,F,22,180,75,United States,USA,Summer,Swimming,3,1
131618,George Worth,M,33,173,70,United States,USA,Summer,Fencing,1,1
131620,Taylor Worth,M,25,174,60,Australia,AUS,Summer,Archery,1,1
131623,Kay Frances Worthington (-Teti),F,32,177,72,Canada,CAN,Summer,Rowing,3,2
131636,Jeremy Lee Wotherspoon,M,21,190,85,Canada,CAN,Winter,Speed Skating,2,1
131638,"David James ""Dave"" Wottle",M,22,183,66,United States,USA,Summer,Athletics,3,1
131639,Mandy Wtzel,F,24,150,40,Germany-1,GER,Winter,Figure Skating,1,1
131641,Marcel Reinier Wouda,M,28,203,92,Netherlands,NED,Summer,Swimming,1,1
131650,Witold Woyda,M,25,168,63,Poland,POL,Summer,Fencing,3,4
131654,Dagmara Wozniak (Woniak-),F,28,173,81,United States,USA,Summer,Fencing,1,1
131657,Katarzyna Bronisawa Woniak,F,20,173,61,Poland,POL,Winter,Speed Skating,2,2
131662,Sergiusz Woczaniecki,M,27,171,90,Poland,POL,Summer,Weightlifting,1,1
131681,Adam Perry Wright,M,31,191,89,United States,USA,Summer,Water Polo,2,1
131685,Belinda Wright (-Barnes),F,27,170,63,Australia,AUS,Summer,Softball,1,1
131687,Camille Wright (-Thompson),F,21,173,59,United States,USA,Summer,Swimming,2,1
131692,Dana Wright,F,24,163,56,Canada,CAN,Summer,Athletics,2,1
131704,Ian Andrew Wright,M,26,189,90,New Zealand,NZL,Summer,Rowing,1,1
131711,Lorenzo Christopher Wright,M,21,173,70,United States,USA,Summer,Athletics,3,1
131713,Marc Snowell Wright,M,22,170,69,United States,USA,Summer,Athletics,2,1
131737,Joanne Gwendoline Wright-Goode,F,27,171,68,Great Britain-2,GBR,Summer,Badminton,1,1
131740,"Bernard Charles ""Bernie"" Wrightson",M,24,170,70,United States,USA,Summer,Diving,3,1
131743,John Henry Writer,M,24,176,68,United States,USA,Summer,Shooting,3,2
131745,Agata Ewa Wrbel,F,19,173,122,Poland,POL,Summer,Weightlifting,2,2
131756,Andrzej Wroski,M,23,192,97,Poland,POL,Summer,Wrestling,3,2
131761,Jacek Roman Wszoa,M,19,195,75,Poland,POL,Summer,Athletics,3,2
131777,Wu Dajing,M,19,182,73,China,CHN,Winter,Short Track Speed Skating,2,2
131778,Wu Dan,F,20,177,70,China,CHN,Summer,Volleyball,1,1
131784,Felipe Almeida Wu,M,24,169,69,Brazil,BRA,Summer,Shooting,2,1
131787,Wu Hanxiong,M,23,188,78,China,CHN,Summer,Fencing,2,1
131788,Wu Hui-Ju,F,21,165,56,Chinese Taipei,TPE,Summer,Archery,1,1
131791,Wu Jiani,F,18,162,49,China,CHN,Summer,Gymnastics,1,1
131794,Wu Jingbiao,M,23,163,59,China,CHN,Summer,Weightlifting,2,1
131795,Wu Jingyu,F,21,167,51,China,CHN,Summer,Taekwondo,3,2
131802,Wu Meijin,M,24,157,58,China,CHN,Summer,Weightlifting,2,1
131803,Melissa Paige Wu,F,16,152,50,Australia,AUS,Summer,Diving,2,1
131805,Wu Minxia,F,18,167,52,China,CHN,Summer,Diving,3,7
131816,Wu Seon-Hui,F,26,171,58,South Korea,KOR,Summer,Handball,2,1
131817,Wu Shih-Hsin,M,29,182,80,Chinese Taipei,TPE,Summer,Baseball,2,1
131818,Wu Shude,M,24,158,56,China,CHN,Summer,Weightlifting,3,1
131831,Wu Wenxiong,M,19,152,58,China,CHN,Summer,Weightlifting,2,1
131832,Wu Xiaoxuan,F,26,153,50,China,CHN,Summer,Shooting,3,2
131834,Wu Xingjiang,F,27,174,70,China,CHN,Summer,Handball,1,1
131840,Wu Yiwen,F,25,168,54,China,CHN,Summer,Synchronized Swimming,2,1
131841,Wu Yongmei,F,21,186,74,China,CHN,Summer,Volleyball,2,1
131842,Wu You,F,24,182,78,China,CHN,Summer,Rowing,2,1
131847,Gerhard Wucherer,M,24,173,70,West Germany,FRG,Summer,Athletics,1,1
131854,"Brigitte Wujak (Knzel-, -Pretzschner)",F,25,169,60,East Germany,GDR,Summer,Athletics,2,1
131856,Jacob Wukie,M,26,180,73,United States,USA,Summer,Archery,2,1
131858,Mikaela Wulff,F,22,183,68,Finland,FIN,Summer,Sailing,1,1
131862,"Victor Steven ""Vic"" Wunderle",M,24,185,74,United States,USA,Summer,Archery,2,2
131863,Claudia Wunderlich,F,24,170,66,East Germany,GDR,Summer,Handball,1,1
131867,Magdalena Wunderlich,F,20,172,62,West Germany,FRG,Summer,Canoeing,1,1
131869,Pia Wunderlich,F,29,173,66,Germany,GER,Summer,Football,1,1
131870,"Erhard ""Sepp"" Wunderlich",M,27,204,103,West Germany,FRG,Summer,Handball,2,1
131871,Tina Wunderlich,F,22,177,76,Germany,GER,Summer,Football,1,1
131897,"Irene Karlijn ""Ireen"" Wst",F,19,168,65,Netherlands,NED,Winter,Speed Skating,3,8
131901,Torsten Wustlich,M,29,170,72,Germany-1,GER,Winter,Luge,2,1
131903,Wolfram Wuttke,M,26,172,70,West Germany,FRG,Summer,Football,1,1
131920,Kerry Anne Wyborn (-Newsome),F,26,168,63,Australia,AUS,Summer,Softball,2,2
131929,Frank Clifford Wykoff,M,18,178,68,United States,USA,Summer,Athletics,3,3
131930,Janna Wendy Wyland (-VanDerWoude),F,19,159,50,United States,USA,Summer,Diving,1,1
131935,Peter Wylde,M,39,182,74,United States,USA,Summer,Equestrianism,3,1
131936,Tomasz Wylenzek,M,21,183,92,Germany,GER,Summer,Canoeing,3,3
131942,Paul Stanton Wylie,M,27,162,56,United States,USA,Winter,Figure Skating,2,1
131943,Ilke Wyludda,F,27,183,91,Germany,GER,Summer,Athletics,3,1
131945,Milton Ariel Wynants Vzquez,M,28,169,69,Uruguay,URU,Summer,Cycling,2,1
131948,Ian Wynne,M,30,184,81,Great Britain,GBR,Summer,Canoeing,1,1
131963,Barbara Maria Wysoczaska (Szeja-),F,30,169,67,Poland,POL,Summer,Fencing,1,1
131977,"Mrio ""Xand"" de Oliveira Neto",M,22,193,94,Brazil,BRA,Summer,Volleyball,2,1
131981,Marta Xargay Casademont,F,25,180,71,Spain,ESP,Summer,Basketball,2,1
131982,"Xavier ""Xavi"" Hernndez Creus",M,20,175,68,Spain,ESP,Summer,Football,2,1
131987,Andrei Xepkin Xepkina,M,35,210,124,Spain,ESP,Summer,Handball,1,1
131992,Xi Aihua,F,26,182,80,China,CHN,Summer,Rowing,3,1
131998,Xia Xuanze,M,21,178,70,China,CHN,Summer,Badminton,1,1
132001,Xian Dongmei,F,28,158,52,China,CHN,Summer,Judo,3,2
132003,Xiang Yanmei,F,24,163,69,China,CHN,Summer,Weightlifting,3,1
132006,Xiao Hailiang,M,19,165,60,China,CHN,Summer,Diving,3,2
132007,Xiao Jiangang,M,23,163,67,China,CHN,Summer,Weightlifting,1,1
132008,Xiao Jun,M,23,177,70,China,CHN,Summer,Shooting,2,1
132009,Xiao Junfeng,M,21,163,55,China,CHN,Summer,Gymnastics,3,1
132011,Xiao Qin,M,23,163,52,China,CHN,Summer,Gymnastics,3,2
132016,Xie Huilin,F,21,172,70,China,CHN,Summer,Football,2,1
132023,Xie Xingfan,F,27,178,60,China,CHN,Summer,Badminton,2,1
132038,Xing Aowei,M,18,171,64,China,CHN,Summer,Gymnastics,3,1
132039,Xing Huina,F,20,168,48,China,CHN,Summer,Athletics,3,1
132045,Xiong Ni,M,14,166,55,China,CHN,Summer,Diving,3,5
132048,Xiu Lijuan,F,26,183,86,China,CHN,Summer,Basketball,1,1
132050,Valentin Xristov Snezhev,M,18,156,56,Azerbaijan,AZE,Summer,Weightlifting,1,1
132051,Xu Anqi,F,20,182,76,China,CHN,Summer,Fencing,3,2
132053,Xu Chen,M,27,188,82,China-2,CHN,Summer,Badminton,2,1
132058,Xu Dongxiang,F,29,174,60,China,CHN,Summer,Rowing,2,1
132061,Xu Haifeng,M,26,176,85,China,CHN,Summer,Shooting,3,2
132064,Xu Jian,F,25,178,74,China,CHN,Summer,Softball,2,1
132065,Xu Jiayu,M,20,187,78,China,CHN,Summer,Swimming,2,1
132068,Xu Jing,F,21,169,70,China,CHN,Summer,Archery,2,1
132071,Xu Li,F,18,168,55,China,CHN,Summer,Wrestling,2,1
132072,Xu Lijia,F,20,176,60,China,CHN,Summer,Sailing,3,2
132073,Xu Lili,F,24,166,63,China,CHN,Summer,Judo,2,1
132076,Xu Mengtao,F,23,165,59,China,CHN,Winter,Freestyle Skiing,2,1
132077,Xu Nannan,F,19,158,53,China,CHN,Winter,Freestyle Skiing,2,1
132079,Xu Tianlongzi,F,17,168,56,China,CHN,Summer,Swimming,1,1
132090,Xu Xin,M,26,180,67,China,CHN,Summer,Table Tennis,3,1
132092,Xu Yan,F,26,166,57,China,CHN,Summer,Judo,1,1
132095,Xu Yanmei,F,17,162,47,China,CHN,Summer,Diving,3,1
132096,Xu Yanwei,F,20,173,70,China,CHN,Summer,Swimming,2,1
132103,Xu Yunli,F,21,195,75,China,CHN,Summer,Volleyball,3,2
132109,Xu Zhiqiang,M,21,160,53,China,CHN,Summer,Gymnastics,2,1
132112,Xue Chen,F,19,190,79,China-2,CHN,Summer,Beach Volleyball,1,1
132115,Xue Haifeng,M,28,181,88,China,CHN,Summer,Archery,1,1
132118,Xue Ming,F,21,193,68,China,CHN,Summer,Volleyball,1,1
132121,Daniel Xuereb,M,25,176,68,France,FRA,Summer,Football,3,1
